customer_unique_id,product_code,account_status,date_difference,amount_financed
22841005,AMPC,L,80.0,434193.0
22886010,AMPC,L,30.0,5600.0
22946018,AMPC,L,30.0,26363.636363636364
22972006,AMPC,L,61.23076923076923,172730.76923076922
23063006,PDLP,A,30.0,75000.0
23210011,AMPC,L,30.0,2733.3333333333335
23211000,AMPC,L,30.0,13541.666666666666
23260013,PDLP,L,30.0,7333.333333333333
23280013,AMPC,L,30.0,20000.0
23293010,STPL,A,180.0,1540000.0
23323010,PDLP,L,30.0,15898.73417721519
23355000,AMPC,L,29.950819672131146,40831.147540983606
23403012,PDLP,L,30.0,8285.714285714286
23454019,AMPC,L,30.0,7468.571428571428
23530014,AMPC,L,30.0,12000.0
23539005,AMPC,L,30.0,9866.666666666666
23560010,AMPC,L,30.0,9000.0
23627007,PDLP,L,30.0,12571.42857142857
23643000,PDLP,L,47.5,279166.6666666667
23681015,PDLP,L,30.0,8000.0
23935019,PDLP,L,30.0,56000.0
23973008,AMPC,L,39.513513513513516,91500.0
23974004,STPL,A,180.0,175000.0
23976002,AMPC,L,31.666666666666668,27444.444444444445
24181013,PDLP,L,30.0,6428.571428571428
24183008,PDLP,L,30.0,16692.30769230769
24212017,PDLP,L,30.0,63857.142857142855
24272001,AMPC,L,30.0,4962.962962962963
24306009,AMPC,L,47.18604651162791,127763.23674418604
24366007,AMPC,L,30.0,7166.666666666667
24371009,AMPC,L,30.0,95346.15384615384
24451001,PDLP,L,49.56521739130435,111217.39130434782
24566003,PDLP,A,30.0,84833.33333333333
24571007,PDLP,L,30.0,6300.0
24583008,STPL,A,180.0,1000000.0
24680009,PDLP,A,30.0,27088.88888888889
24761005,PDLP,L,30.0,17400.0
24935007,PDLP,L,66.42857142857143,62571.42857142857
24942000,PDLP,L,30.0,10200.0
24945006,PDLP,L,30.0,5772.727272727273
24969001,AMPC,L,30.0,13785.0
24982002,PDLP,L,30.0,5222.222222222223
25045018,AMPC,L,30.0,5200.0
25066008,PDLP,L,34.6875,229468.75
25092000,AMPC,L,30.0,5916.666666666667
25111005,PDLP,L,30.0,26342.105263157893
25131018,PDLP,A,30.0,18125.0
25213010,AMPC,L,32.30769230769231,70576.92307692308
25241008,PDLP,L,30.0,30600.0
25260013,AMPC,L,30.0,16600.0
25263017,AMPC,L,39.0,65824.0
25272004,PDLP,L,53.57142857142857,74357.14285714286
